report_id,candidate_id,path,split,stress,capital,execution_mode,signal_start,signal_end,backtest_start,backtest_end,selection_eligible,is_forward,source_script,notes,evidence_class,experiment_manifest,canonical_evidence,superseded_by
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:val_2024:lag1:500000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/val_2024/lag1/open_ledger_summary.csv,val_2024,lag1,500000,realistic,2024-01-02,2024-12-31,2024-01-04,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:val_2024:normal:1000000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/val_2024/normal/open_ledger_summary.csv,val_2024,normal,1000000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:val_2024:normal:500000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/val_2024/normal/open_ledger_summary.csv,val_2024,normal,500000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_t0001_nolookahead:forward_2026:capacity_3pct:1000000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/stress_ledger_path_v3_t0001_nolookahead/forward_2026/capacity_3pct/open_ledger_summary.csv,forward_2026,capacity_3pct,1000000,realistic,2026-01-05,2026-06-30,2026-01-06,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,true,
ledger_path_v3_t0001_nolookahead:forward_2026:capacity_3pct:500000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/stress_ledger_path_v3_t0001_nolookahead/forward_2026/capacity_3pct/open_ledger_summary.csv,forward_2026,capacity_3pct,500000,realistic,2026-01-05,2026-06-30,2026-01-06,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,true,
ledger_path_v3_t0001_nolookahead:forward_2026:cost2x:1000000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/stress_ledger_path_v3_t0001_nolookahead/forward_2026/cost2x/open_ledger_summary.csv,forward_2026,cost2x,1000000,realistic,2026-01-05,2026-06-30,2026-01-06,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,true,
ledger_path_v3_t0001_nolookahead:forward_2026:cost2x:500000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/stress_ledger_path_v3_t0001_nolookahead/forward_2026/cost2x/open_ledger_summary.csv,forward_2026,cost2x,500000,realistic,2026-01-05,2026-06-30,2026-01-06,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,true,
ledger_path_v3_t0001_nolookahead:forward_2026:lag1:1000000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/stress_ledger_path_v3_t0001_nolookahead/forward_2026/lag1/open_ledger_summary.csv,forward_2026,lag1,1000000,realistic,2026-01-05,2026-06-30,2026-01-07,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,true,
ledger_path_v3_t0001_nolookahead:forward_2026:lag1:500000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/stress_ledger_path_v3_t0001_nolookahead/forward_2026/lag1/open_ledger_summary.csv,forward_2026,lag1,500000,realistic,2026-01-05,2026-06-30,2026-01-07,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,true,
ledger_path_v3_t0001_nolookahead:forward_2026:normal:1000000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/ledger_path_v3_t0001_nolookahead_open_ledger/forward_2026/normal/open_ledger_summary.csv,forward_2026,normal,1000000,realistic,2026-01-05,2026-06-30,2026-01-06,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,true,
ledger_path_v3_t0001_nolookahead:forward_2026:normal:500000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/ledger_path_v3_t0001_nolookahead_open_ledger/forward_2026/normal/open_ledger_summary.csv,forward_2026,normal,500000,realistic,2026-01-05,2026-06-30,2026-01-06,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,true,
ledger_path_v3_t0001_nolookahead:test_2025:capacity_3pct:1000000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/stress_ledger_path_v3_t0001_nolookahead/test_2025/capacity_3pct/open_ledger_summary.csv,test_2025,capacity_3pct,1000000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,false,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json
ledger_path_v3_t0001_nolookahead:test_2025:capacity_3pct:500000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/stress_ledger_path_v3_t0001_nolookahead/test_2025/capacity_3pct/open_ledger_summary.csv,test_2025,capacity_3pct,500000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,false,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json
ledger_path_v3_t0001_nolookahead:test_2025:cost2x:1000000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/stress_ledger_path_v3_t0001_nolookahead/test_2025/cost2x/open_ledger_summary.csv,test_2025,cost2x,1000000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,false,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json
ledger_path_v3_t0001_nolookahead:test_2025:cost2x:500000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/stress_ledger_path_v3_t0001_nolookahead/test_2025/cost2x/open_ledger_summary.csv,test_2025,cost2x,500000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,false,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json
ledger_path_v3_t0001_nolookahead:test_2025:lag1:1000000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/stress_ledger_path_v3_t0001_nolookahead/test_2025/lag1/open_ledger_summary.csv,test_2025,lag1,1000000,realistic,2025-01-02,2025-12-31,2025-01-06,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,false,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json
ledger_path_v3_t0001_nolookahead:test_2025:lag1:500000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/stress_ledger_path_v3_t0001_nolookahead/test_2025/lag1/open_ledger_summary.csv,test_2025,lag1,500000,realistic,2025-01-02,2025-12-31,2025-01-06,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,false,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json
ledger_path_v3_t0001_nolookahead:test_2025:normal:1000000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/ledger_path_v3_t0001_nolookahead_open_ledger/test_2025/normal/open_ledger_summary.csv,test_2025,normal,1000000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,false,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json
ledger_path_v3_t0001_nolookahead:test_2025:normal:500000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/ledger_path_v3_t0001_nolookahead_open_ledger/test_2025/normal/open_ledger_summary.csv,test_2025,normal,500000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,false,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json
ledger_path_v3_t0001_nolookahead:val_2024:capacity_3pct:1000000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/stress_ledger_path_v3_t0001_nolookahead/val_2024/capacity_3pct/open_ledger_summary.csv,val_2024,capacity_3pct,1000000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,false,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json
ledger_path_v3_t0001_nolookahead:val_2024:capacity_3pct:500000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/stress_ledger_path_v3_t0001_nolookahead/val_2024/capacity_3pct/open_ledger_summary.csv,val_2024,capacity_3pct,500000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,false,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json
ledger_path_v3_t0001_nolookahead:val_2024:cost2x:1000000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/stress_ledger_path_v3_t0001_nolookahead/val_2024/cost2x/open_ledger_summary.csv,val_2024,cost2x,1000000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,false,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json
ledger_path_v3_t0001_nolookahead:val_2024:cost2x:500000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/stress_ledger_path_v3_t0001_nolookahead/val_2024/cost2x/open_ledger_summary.csv,val_2024,cost2x,500000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,false,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json
ledger_path_v3_t0001_nolookahead:val_2024:lag1:1000000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/stress_ledger_path_v3_t0001_nolookahead/val_2024/lag1/open_ledger_summary.csv,val_2024,lag1,1000000,realistic,2024-01-02,2024-12-31,2024-01-04,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,false,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json
ledger_path_v3_t0001_nolookahead:val_2024:lag1:500000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/stress_ledger_path_v3_t0001_nolookahead/val_2024/lag1/open_ledger_summary.csv,val_2024,lag1,500000,realistic,2024-01-02,2024-12-31,2024-01-04,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,false,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json
ledger_path_v3_t0001_nolookahead:val_2024:normal:1000000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/ledger_path_v3_t0001_nolookahead_open_ledger/val_2024/normal/open_ledger_summary.csv,val_2024,normal,1000000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,false,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json
ledger_path_v3_t0001_nolookahead:val_2024:normal:500000,ledger_path_v3_t0001_nolookahead,reports/state_aware_policy_training_20260704/ledger_path_v3_t0001_nolookahead_open_ledger/val_2024/normal/open_ledger_summary.csv,val_2024,normal,500000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,false,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json
ledger_path_v3_t0001_nolookahead:val_2024:normal:500000,ledger_path_v3_t0001_nolookahead,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/val_2024/ledger_path_v3_t0001_nolookahead/normal/open_ledger_summary.csv,val_2024,normal,500000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/official_backtest_from_registry.py,materialized from sweep_open_price_ledger_params.py,formal_experiment,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json,true,
ledger_path_v3_t0001_nolookahead:val_2024:normal:1000000,ledger_path_v3_t0001_nolookahead,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/val_2024/ledger_path_v3_t0001_nolookahead/normal/open_ledger_summary.csv,val_2024,normal,1000000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/official_backtest_from_registry.py,materialized from sweep_open_price_ledger_params.py,formal_experiment,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json,true,
ledger_path_v3_t0001_nolookahead:val_2024:lag1:500000,ledger_path_v3_t0001_nolookahead,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/val_2024/ledger_path_v3_t0001_nolookahead/lag1/open_ledger_summary.csv,val_2024,lag1,500000,realistic,2024-01-02,2024-12-31,2024-01-04,2024-12-31,True,False,run/official_backtest_from_registry.py,materialized from sweep_open_price_ledger_params.py,formal_experiment,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json,true,
ledger_path_v3_t0001_nolookahead:val_2024:lag1:1000000,ledger_path_v3_t0001_nolookahead,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/val_2024/ledger_path_v3_t0001_nolookahead/lag1/open_ledger_summary.csv,val_2024,lag1,1000000,realistic,2024-01-02,2024-12-31,2024-01-04,2024-12-31,True,False,run/official_backtest_from_registry.py,materialized from sweep_open_price_ledger_params.py,formal_experiment,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json,true,
ledger_path_v3_t0001_nolookahead:val_2024:cost2x:500000,ledger_path_v3_t0001_nolookahead,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/val_2024/ledger_path_v3_t0001_nolookahead/cost2x/open_ledger_summary.csv,val_2024,cost2x,500000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/official_backtest_from_registry.py,materialized from sweep_open_price_ledger_params.py,formal_experiment,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json,true,
ledger_path_v3_t0001_nolookahead:val_2024:cost2x:1000000,ledger_path_v3_t0001_nolookahead,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/val_2024/ledger_path_v3_t0001_nolookahead/cost2x/open_ledger_summary.csv,val_2024,cost2x,1000000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/official_backtest_from_registry.py,materialized from sweep_open_price_ledger_params.py,formal_experiment,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json,true,
ledger_path_v3_t0001_nolookahead:val_2024:capacity_3pct:500000,ledger_path_v3_t0001_nolookahead,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/val_2024/ledger_path_v3_t0001_nolookahead/capacity_3pct/open_ledger_summary.csv,val_2024,capacity_3pct,500000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/official_backtest_from_registry.py,materialized from sweep_open_price_ledger_params.py,formal_experiment,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json,true,
ledger_path_v3_t0001_nolookahead:val_2024:capacity_3pct:1000000,ledger_path_v3_t0001_nolookahead,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/val_2024/ledger_path_v3_t0001_nolookahead/capacity_3pct/open_ledger_summary.csv,val_2024,capacity_3pct,1000000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/official_backtest_from_registry.py,materialized from sweep_open_price_ledger_params.py,formal_experiment,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json,true,
ledger_path_v3_t0001_nolookahead:test_2025:normal:500000,ledger_path_v3_t0001_nolookahead,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/test_2025/ledger_path_v3_t0001_nolookahead/normal/open_ledger_summary.csv,test_2025,normal,500000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/official_backtest_from_registry.py,materialized from sweep_open_price_ledger_params.py,formal_experiment,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json,true,
ledger_path_v3_t0001_nolookahead:test_2025:normal:1000000,ledger_path_v3_t0001_nolookahead,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/test_2025/ledger_path_v3_t0001_nolookahead/normal/open_ledger_summary.csv,test_2025,normal,1000000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/official_backtest_from_registry.py,materialized from sweep_open_price_ledger_params.py,formal_experiment,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json,true,
ledger_path_v3_t0001_nolookahead:test_2025:lag1:500000,ledger_path_v3_t0001_nolookahead,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/test_2025/ledger_path_v3_t0001_nolookahead/lag1/open_ledger_summary.csv,test_2025,lag1,500000,realistic,2025-01-02,2025-12-31,2025-01-06,2025-12-31,True,False,run/official_backtest_from_registry.py,materialized from sweep_open_price_ledger_params.py,formal_experiment,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json,true,
ledger_path_v3_t0001_nolookahead:test_2025:lag1:1000000,ledger_path_v3_t0001_nolookahead,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/test_2025/ledger_path_v3_t0001_nolookahead/lag1/open_ledger_summary.csv,test_2025,lag1,1000000,realistic,2025-01-02,2025-12-31,2025-01-06,2025-12-31,True,False,run/official_backtest_from_registry.py,materialized from sweep_open_price_ledger_params.py,formal_experiment,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json,true,
ledger_path_v3_t0001_nolookahead:test_2025:cost2x:500000,ledger_path_v3_t0001_nolookahead,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/test_2025/ledger_path_v3_t0001_nolookahead/cost2x/open_ledger_summary.csv,test_2025,cost2x,500000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/official_backtest_from_registry.py,materialized from sweep_open_price_ledger_params.py,formal_experiment,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json,true,
ledger_path_v3_t0001_nolookahead:test_2025:cost2x:1000000,ledger_path_v3_t0001_nolookahead,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/test_2025/ledger_path_v3_t0001_nolookahead/cost2x/open_ledger_summary.csv,test_2025,cost2x,1000000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/official_backtest_from_registry.py,materialized from sweep_open_price_ledger_params.py,formal_experiment,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json,true,
ledger_path_v3_t0001_nolookahead:test_2025:capacity_3pct:500000,ledger_path_v3_t0001_nolookahead,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/test_2025/ledger_path_v3_t0001_nolookahead/capacity_3pct/open_ledger_summary.csv,test_2025,capacity_3pct,500000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/official_backtest_from_registry.py,materialized from sweep_open_price_ledger_params.py,formal_experiment,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json,true,
ledger_path_v3_t0001_nolookahead:test_2025:capacity_3pct:1000000,ledger_path_v3_t0001_nolookahead,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/test_2025/ledger_path_v3_t0001_nolookahead/capacity_3pct/open_ledger_summary.csv,test_2025,capacity_3pct,1000000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/official_backtest_from_registry.py,materialized from sweep_open_price_ledger_params.py,formal_experiment,reports/experiments/workflow_formal_baseline_ledger_replay_v4_20260716/ledger/formal_baseline_ledger_replay_v1/experiment_manifest.json,true,
